rootId:ID,root,transliteration,:LABEL
1,سمو,smw,Root
2,رحم,rHm,Root
3,حمد,Hmd,Root
4,ربب,rbb,Root
5,علم,Elm,Root
6,ملك,mlk,Root
7,يوم,ywm,Root
8,دين,dyn,Root
9,عبد,Ebd,Root
10,عون,Ewn,Root
11,هدي,hdy,Root
12,صرط,SrT,Root
13,قوم,qwm,Root
14,نعم,nEm,Root
15,غير,gyr,Root
16,غضب,gDb,Root
17,ضلل,Dll,Root
18,كتب,ktb,Root
19,ريب,ryb,Root
20,وقي,wqy,Root
21,امن,Amn,Root
22,غيب,gyb,Root
23,صلو,Slw,Root
24,رزق,rzq,Root
25,نفق,nfq,Root
26,نزل,nzl,Root
27,قبل,qbl,Root
28,اخر,Axr,Root
29,يقن,yqn,Root
30,فلح,flH,Root
31,كفر,kfr,Root
32,سوي,swy,Root
33,نذر,npr,Root
34,ختم,xtm,Root
35,قلب,qlb,Root
36,سمع,smE,Root
37,بصر,bSr,Root
38,غشو,g$w,Root
39,عذب,Epb,Root
40,عظم,EZm,Root
41,نوس,nws,Root
42,قول,qwl,Root
43,خدع,xdE,Root
44,نفس,nfs,Root
45,شعر,$Er,Root
46,مرض,mrD,Root
47,زيد,zyd,Root
48,الم,Alm,Root
49,كون,kwn,Root
50,كذب,kpb,Root
51,فسد,fsd,Root
52,ارض,ArD,Root
53,صلح,SlH,Root
54,سفه,sfh,Root
55,لقي,lqy,Root
56,خلو,xlw,Root
57,شطن,$Tn,Root
58,هزا,hzA,Root
59,مدد,mdd,Root
60,طغي,Tgy,Root
61,عمه,Emh,Root
62,شري,$ry,Root
63,ربح,rbH,Root
64,تجر,tjr,Root
65,مثل,mvl,Root
66,وقد,wqd,Root
67,نور,nwr,Root
68,ضوا,DwA,Root
69,حول,Hwl,Root
70,ذهب,phb,Root
71,ترك,trk,Root
72,ظلم,Zlm,Root
73,صمم,Smm,Root
74,بكم,bkm,Root
75,عمي,Emy,Root
76,رجع,rjE,Root
77,صوب,Swb,Root
78,رعد,rEd,Root
79,برق,brq,Root
80,جعل,jEl,Root
81,صبع,SbE,Root
82,اذن,Apn,Root
83,صعق,SEq,Root
84,حذر,Hpr,Root
85,موت,mwt,Root
86,حوط,HwT,Root
87,كود,kwd,Root
88,خطف,xTf,Root
89,كلل,kll,Root
90,مشي,m$y,Root
91,شيا,$yA,Root
92,قدر,qdr,Root
93,خلق,xlq,Root
94,فرش,fr$,Root
95,بني,bny,Root
96,موه,mwh,Root
97,خرج,xrj,Root
98,ثمر,vmr,Root
99,ندد,ndd,Root
100,اتي,Aty,Root
101,سور,swr,Root
102,دعو,dEw,Root
103,شهد,$hd,Root
104,دون,dwn,Root
105,صدق,Sdq,Root
106,فعل,fEl,Root
107,حجر,Hjr,Root
108,عدد,Edd,Root
109,بشر,b$r,Root
110,عمل,Eml,Root
111,جنن,jnn,Root
112,جري,jry,Root
113,تحت,tHt,Root
114,نهر,nhr,Root
115,شبه,$bh,Root
116,زوج,zwj,Root
117,طهر,Thr,Root
118,خلد,xld,Root
119,حيي,Hyy,Root
120,ضرب,Drb,Root
121,بعض,bED,Root
122,فوق,fwq,Root
123,حقق,Hqq,Root
124,رود,rwd,Root
125,كثر,kvr,Root
126,فسق,fsq,Root
127,نقض,nqD,Root
128,عهد,Ehd,Root
129,بعد,bEd,Root
130,وثق,wvq,Root
131,قطع,qTE,Root
132,امر,Amr,Root
133,وصل,wSl,Root
134,خسر,xsr,Root
135,كيف,kyf,Root
136,جمع,jmE,Root
137,سبع,sbE,Root
138,خلف,xlf,Root
139,سفك,sfk,Root
140,دمو,dmw,Root
141,سبح,sbH,Root
142,قدس,qds,Root
143,عرض,ErD,Root
144,نبا,nbA,Root
145,حكم,Hkm,Root
146,بدو,bdw,Root
147,كتم,ktm,Root
148,سجد,sjd,Root
149,ابي,Aby,Root
150,كبر,kbr,Root
151,سكن,skn,Root
152,اكل,Akl,Root
153,رغد,rgd,Root
154,حيث,Hyv,Root
155,قرب,qrb,Root
156,شجر,$jr,Root
157,زلل,zll,Root
158,هبط,hbT,Root
159,عدو,Edw,Root
160,قرر,qrr,Root
161,متع,mtE,Root
162,حين,Hyn,Root
163,كلم,klm,Root
164,توب,twb,Root
165,تبع,tbE,Root
166,خوف,xwf,Root
167,حزن,Hzn,Root
168,ايي,Ayy,Root
169,صحب,SHb,Root
170,ذكر,pkr,Root
171,وفي,wfy,Root
172,رهب,rhb,Root
173,اول,Awl,Root
174,ثمن,vmn,Root
175,قلل,qll,Root
176,لبس,lbs,Root
177,بطل,bTl,Root
178,زكو,zkw,Root
179,ركع,rkE,Root
180,برر,brr,Root
181,نسي,nsy,Root
182,تلو,tlw,Root
183,عقل,Eql,Root
184,صبر,Sbr,Root
185,خشع,x$E,Root
186,ظنن,Znn,Root
187,فضل,fDl,Root
188,جزي,jzy,Root
189,شفع,$fE,Root
190,اخذ,Axp,Root
191,عدل,Edl,Root
192,نصر,nSr,Root
193,نجو,njw,Root
194,سوم,swm,Root
195,سوا,swA,Root
196,ذبح,pbH,Root
197,نسو,nsw,Root
198,بلو,blw,Root
199,فرق,frq,Root
200,بحر,bHr,Root
201,غرق,grq,Root
202,نظر,nZr,Root
203,وعد,wEd,Root
204,ربع,rbE,Root
205,ليل,lyl,Root
206,عجل,Ejl,Root
207,عفو,Efw,Root
208,شكر,$kr,Root
209,برا,brA,Root
210,قتل,qtl,Root
211,خير,xyr,Root
212,عند,End,Root
213,راي,rAy,Root
214,جهر,jhr,Root
215,بعث,bEv,Root
216,ظلل,Zll,Root
217,غمم,gmm,Root
218,منن,mnn,Root
219,سلو,slw,Root
220,طيب,Tyb,Root
221,دخل,dxl,Root
222,قري,qry,Root
223,بوب,bwb,Root
224,حطط,HTT,Root
225,غفر,gfr,Root
226,خطا,xTA,Root
227,حسن,Hsn,Root
228,بدل,bdl,Root
229,رجز,rjz,Root
230,سقي,sqy,Root
231,عصو,ESw,Root
232,فجر,fjr,Root
233,ثني,vny,Root
234,عشر,E$r,Root
235,عين,Eyn,Root
236,انس,Ans,Root
237,شرب,$rb,Root
238,عثو,Evw,Root
239,طعم,TEm,Root
240,وحد,wHd,Root
241,نبت,nbt,Root
242,بقل,bql,Root
243,قثا,qvA,Root
244,فوم,fwm,Root
245,عدس,Eds,Root
246,بصل,bSl,Root
247,دنو,dnw,Root
248,مصر,mSr,Root
249,سال,sAl,Root
250,ذلل,pll,Root
251,بوا,bwA,Root
252,عصي,ESy,Root
253,هود,hwd,Root
254,صبا,SbA,Root
255,اجر,Ajr,Root
256,رفع,rfE,Root
257,طور,Twr,Root
258,قوي,qwy,Root
259,ولي,wly,Root
260,سبت,sbt,Root
261,قرد,qrd,Root
262,خسا,xsA,Root
263,نكل,nkl,Root
264,بين,byn,Root
265,يدي,ydy,Root
266,وعظ,wEZ,Root
267,بقر,bqr,Root
268,عوذ,Ewp,Root
269,جهل,jhl,Root
270,فرض,frD,Root
271,بكر,bkr,Root
272,لون,lwn,Root
273,صفر,Sfr,Root
274,فقع,fqE,Root
275,سرر,srr,Root
276,ثور,vwr,Root
277,حرث,Hrv,Root
278,سلم,slm,Root
279,وشي,w$y,Root
280,جيا,jyA,Root
281,درا,drA,Root
282,قسو,qsw,Root
283,شدد,$dd,Root
284,شقق,$qq,Root
285,خشي,x$y,Root
286,غفل,gfl,Root
287,طمع,TmE,Root
288,حرف,Hrf,Root
289,حدث,Hdv,Root
290,فتح,ftH,Root
291,حجج,Hjj,Root
292,علن,Eln,Root
293,امم,Amm,Root
294,مني,mny,Root
295,كسب,ksb,Root
296,مسس,mss,Root
297,ولد,wld,Root
298,يتم,ytm,Root
299,دور,dwr,Root
300,ظهر,Zhr,Root
301,اثم,Avm,Root
302,اسر,Asr,Root
303,فدي,fdy,Root
304,حرم,Hrm,Root
305,خزي,xzy,Root
306,ردد,rdd,Root
307,خفف,xff,Root
308,قفو,qfw,Root
309,رسل,rsl,Root
310,ايد,Ayd,Root
311,روح,rwH,Root
312,هوي,hwy,Root
313,غلف,glf,Root
314,لعن,lEn,Root
315,عرف,Erf,Root
316,باس,bAs,Root
317,بغي,bgy,Root
318,هون,hwn,Root
319,وري,wry,Root
320,خلص,xlS,Root
321,ابد,Abd,Root
322,قدم,qdm,Root
323,وجد,wjd,Root
324,حرص,HrS,Root
325,شرك,$rk,Root
326,ودد,wdd,Root
327,احد,AHd,Root
328,عمر,Emr,Root
329,الف,Alf,Root
330,سنو,snw,Root
331,زحزح,zHzH,Root
332,نبذ,nbp,Root
333,سحر,sHr,Root
334,فتن,ftn,Root
335,مرا,mrA,Root
336,ضرر,Drr,Root
337,نفع,nfE,Root
338,ثوب,vwb,Root
339,رعي,rEy,Root
340,اهل,Ahl,Root
341,خصص,xSS,Root
342,نسخ,nsx,Root
343,سبل,sbl,Root
344,حسد,Hsd,Root
345,صفح,SfH,Root
346,هات,hAt,Root
347,برهن,brhn,Root
348,وجه,wjh,Root
349,ليس,lys,Root
350,منع,mnE,Root
351,سعي,sEy,Root
352,خرب,xrb,Root
353,شرق,$rq,Root
354,غرب,grb,Root
355,وسع,wsE,Root
356,قنت,qnt,Root
357,بدع,bdE,Root
358,قضي,qDy,Root
359,جحم,jHm,Root
360,رضو,rDw,Root
361,ملل,mll,Root
362,تمم,tmm,Root
363,ذرر,prr,Root
364,نيل,nyl,Root
365,بيت,byt,Root
366,طوف,Twf,Root
367,عكف,Ekf,Root
368,بلد,bld,Root
369,صير,Syr,Root
370,قعد,qEd,Root
371,نسك,nsk,Root
372,عزز,Ezz,Root
373,رغب,rgb,Root
374,صفو,Sfw,Root
375,وصي,wSy,Root
376,حضر,HDr,Root
377,اله,Alh,Root
378,ابو,Abw,Root
379,حنف,Hnf,Root
380,سبط,sbT,Root
381,كفي,kfy,Root
382,صبغ,Sbg,Root
383,وسط,wsT,Root
384,عقب,Eqb,Root
385,ضيع,DyE,Root
386,راف,rAf,Root
387,شطر,$Tr,Root
388,مري,mry,Root
389,سبق,sbq,Root
390,جوع,jwE,Root
391,نقص,nqS,Root
392,مول,mwl,Root
393,جنح,jnH,Root
394,طوع,TwE,Root
395,فلك,flk,Root
396,بثث,bvv,Root
397,دبب,dbb,Root
398,صرف,Srf,Root
399,سحب,sHb,Root
400,سخر,sxr,Root
401,حبب,Hbb,Root
402,سبب,sbb,Root
403,كرر,krr,Root
404,حسر,Hsr,Root
405,حلل,Hll,Root
406,خطو,xTw,Root
407,فحش,fH$,Root
408,لفو,lfw,Root
409,لحم,lHm,Root
410,خنزر,xnzr,Root
411,هلل,hll,Root
412,بطن,bTn,Root
413,رقب,rqb,Root
414,قصص,qSS,Root
415,حرر,Hrr,Root
416,انث,Anv,Root
417,اخو,Axw,Root
418,ادي,Ady,Root
419,لبب,lbb,Root
420,جنف,jnf,Root
421,صوم,Swm,Root
422,سفر,sfr,Root
423,طوق,Twq,Root
424,شهر,$hr,Root
425,قرا,qrA,Root
426,يسر,ysr,Root
427,عسر,Esr,Root
428,كمل,kml,Root
429,جوب,jwb,Root
430,رشد,r$d,Root
431,رفث,rfv,Root
432,خون,xwn,Root
433,خيط,xyT,Root
434,بيض,byD,Root
435,سود,swd,Root
436,حدد,Hdd,Root
437,دلو,dlw,Root
438,وقت,wqt,Root
439,ثقف,vqf,Root
440,نهي,nhy,Root
441,هلك,hlk,Root
442,حصر,HSr,Root
443,حلق,Hlq,Root
444,راس,rAs,Root
445,بلغ,blg,Root
446,اذي,Apy,Root
447,ثلث,vlv,Root
448,جدل,jdl,Root
449,زود,zwd,Root
450,فيض,fyD,Root
451,نصب,nSb,Root
452,سرع,srE,Root
453,حسب,Hsb,Root
454,حشر,H$r,Root
455,عجب,Ejb,Root
456,لدد,ldd,Root
457,خصم,xSm,Root
458,نسل,nsl,Root
459,مهد,mhd,Root
460,كفف,kff,Root
461,زين,zyn,Root
462,زلزل,zlzl,Root
463,كره,krh,Root
464,عسي,Esy,Root
465,شرر,$rr,Root
466,صدد,Sdd,Root
467,زيل,zyl,Root
468,حبط,HbT,Root
469,هجر,hjr,Root
470,جهد,jhd,Root
471,رجو,rjw,Root
472,خمر,xmr,Root
473,فكر,fkr,Root
474,خلط,xlT,Root
475,عنت,Ent,Root
476,نكح,nkH,Root
477,امو,Amw,Root
478,حيض,HyD,Root
479,عزل,Ezl,Root
480,اني,Any,Root
481,يمن,ymn,Root
482,لغو,lgw,Root
483,حلم,Hlm,Root
484,الو,Alw,Root
485,ربص,rbS,Root
486,فيا,fyA,Root
487,عزم,Ezm,Root
488,طلق,Tlq,Root
489,بعل,bEl,Root
490,رجل,rjl,Root
491,درج,drj,Root
492,مرر,mrr,Root
493,مسك,msk,Root
494,سرح,srH,Root
495,اجل,Ajl,Root
496,عضل,EDl,Root
497,رضع,rDE,Root
498,كسو,ksw,Root
499,كلف,klf,Root
500,ورث,wrv,Root
501,فصل,fSl,Root
502,شور,$wr,Root
503,وذر,wpr,Root
504,خبر,xbr,Root
505,خطب,xTb,Root
506,كنن,knn,Root
507,عقد,Eqd,Root
508,قتر,qtr,Root
509,نصف,nSf,Root
510,حفظ,HfZ,Root
511,ركب,rkb,Root
512,قرض,qrD,Root
513,ضعف,DEf,Root
514,قبض,qbD,Root
515,بسط,bsT,Root
516,ملا,mlA,Root
517,جسم,jsm,Root
518,بقي,bqy,Root
519,حمل,Hml,Root
520,جند,jnd,Root
521,غرف,grf,Root
522,جوز,jwz,Root
523,فاي,fAy,Root
524,غلب,glb,Root
525,برز,brz,Root
526,فرغ,frg,Root
527,ثبت,vbt,Root
528,هزم,hzm,Root
529,دفع,dfE,Root
530,بيع,byE,Root
531,خلل,xll,Root
532,وسن,wsn,Root
533,نوم,nwm,Root
534,كرس,krs,Root
535,اود,Awd,Root
536,علو,Elw,Root
537,غوي,gwy,Root
538,عرو,Erw,Root
539,فصم,fSm,Root
540,شمس,$ms,Root
541,بهت,bht,Root
542,خوي,xwy,Root
543,عرش,Er$,Root
544,ماي,mAy,Root
545,عوم,Ewm,Root
546,لبث,lbv,Root
547,سنه,snh,Root
548,حمر,Hmr,Root
549,نشز,n$z,Root
550,طمن,Tmn,Root
551,طير,Tyr,Root
552,صور,Swr,Root
553,جبل,jbl,Root
554,جزا,jzA,Root
555,سنبل,snbl,Root
556,غني,gny,Root
557,ترب,trb,Root
558,وبل,wbl,Root
559,صلد,Sld,Root
560,ربو,rbw,Root
561,طلل,Tll,Root
562,نخل,nxl,Root
563,عنب,Enb,Root
564,عصر,ESr,Root
565,حرق,Hrq,Root
566,يمم,ymm,Root
567,خبث,xbv,Root
568,غمض,gmD,Root
569,فقر,fqr,Root
570,خفي,xfy,Root
571,عفف,Eff,Root
572,لحف,lHf,Root
573,خبط,xbT,Root
574,سلف,slf,Root
575,عود,Ewd,Root
576,محق,mHq,Root
577,حرب,Hrb,Root
578,بخس,bxs,Root
579,سام,sAm,Root
580,صغر,Sgr,Root
581,قسط,qsT,Root
582,رهن,rhn,Root
583,اصر,ASr,Root
584,نقم,nqm,Root
585,زيغ,zyg,Root
586,رسخ,rsx,Root
587,وهب,whb,Root
588,لدن,ldn,Root
589,داب,dAb,Root
590,ذنب,pnb,Root
591,عبر,Ebr,Root
592,شهو,$hw,Root
593,قنطر,qnTr,Root
594,فضض,fDD,Root
595,خيل,xyl,Root
596,اوب,Awb,Root
597,غرر,grr,Root
598,فري,fry,Root
599,نزع,nzE,Root
600,ولج,wlj,Root
601,صدر,Sdr,Root
602,امد,Amd,Root
603,وضع,wDE,Root
604,رجم,rjm,Root
605,كفل,kfl,Root
606,ندو,ndw,Root
607,غلم,glm,Root
608,عقر,Eqr,Root
609,رمز,rmz,Root
610,عشو,E$w,Root
611,وحي,wHy,Root
612,قلم,qlm,Root
613,كهل,khl,Root
614,طين,Tyn,Root
615,هيا,hyA,Root
616,نفخ,nfx,Root
617,كمه,kmh,Root
618,برص,brS,Root
619,ذخر,pxr,Root
620,حسس,Hss,Root
621,حور,Hwr,Root
622,مكر,mkr,Root
623,بهل,bhl,Root
624,دنر,dnr,Root
625,دوم,dwm,Root
626,لوي,lwy,Root
627,لسن,lsn,Root
628,درس,drs,Root
629,برك,brk,Root
630,عوج,Ewj,Root
631,عصم,ESm,Root
632,حبل,Hbl,Root
633,صبح,SbH,Root
634,شفو,$fw,Root
635,حفر,Hfr,Root
636,نقذ,nqp,Root
637,نكر,nkr,Root
638,ذوق,pwq,Root
639,دبر,dbr,Root
640,صرر,Srr,Root
641,خبل,xbl,Root
642,بغض,bgD,Root
643,فوه,fwh,Root
644,عضض,EDD,Root
645,نمل,nml,Root
646,غيظ,gyZ,Root
647,فرح,frH,Root
648,كيد,kyd,Root
649,غدو,gdw,Root
650,همم,hmm,Root
651,فشل,f$l,Root
652,وكل,wkl,Root
653,فور,fwr,Root
654,خمس,xms,Root
655,طرف,Trf,Root
656,كبت,kbt,Root
657,خيب,xyb,Root
658,كظم,kZm,Root
659,سنن,snn,Root
660,سير,syr,Root
661,وهن,whn,Root
662,قرح,qrH,Root
663,دول,dwl,Root
664,محص,mHS,Root
665,كين,kyn,Root
666,سرف,srf,Root
667,رعب,rEb,Root
668,سلط,slT,Root
669,اوي,Awy,Root
670,ثوي,vwy,Root
671,صعد,SEd,Root
672,فوت,fwt,Root
673,نعس,nEs,Root
674,ضجع,DjE,Root
675,غزو,gzw,Root
676,لين,lyn,Root
677,فظظ,fZZ,Root
678,غلظ,glZ,Root
679,خذل,xpl,Root
680,غلل,gll,Root
681,سخط,sxT,Root
682,لحق,lHq,Root
683,حظظ,HZZ,Root
684,ملو,mlw,Root
685,ميز,myz,Root
686,طلع,TlE,Root
687,جبي,jby,Root
688,بخل,bxl,Root
689,زبر,zbr,Root
690,فوز,fwz,Root
691,جنب,jnb,Root
692,ربط,rbT,Root
693,حوب,Hwb,Root
694,عول,Ewl,Root
695,نحل,nHl,Root
696,هنا,hnA,Root
697,بدر,bdr,Root
698,قسم,qsm,Root
699,سدد,sdd,Root
700,صلي,Sly,Root
701,سعر,sEr,Root
702,سدس,sds,Root
703,دري,dry,Root
704,عتد,Etd,Root
705,فضو,fDw,Root
706,مقت,mqt,Root
707,عمم,Emm,Root
708,خول,xwl,Root
709,صلب,Slb,Root
710,حصن,HSn,Root
711,سفح,sfH,Root
712,طول,Twl,Root
713,فتي,fty,Root
714,خدن,xdn,Root
715,ميل,myl,Root
716,كرم,krm,Root
717,وفق,wfq,Root
718,جور,jwr,Root
719,فخر,fxr,Root
720,قرن,qrn,Root
721,ثقل,vql,Root
722,سكر,skr,Root
723,غسل,gsl,Root
724,غوط,gwT,Root
725,لمس,lms,Root
726,مسح,msH,Root
727,طعن,TEn,Root
728,طمس,Tms,Root
729,فتل,ftl,Root
730,جبت,jbt,Root
731,نقر,nqr,Root
732,نضج,nDj,Root
733,جلد,jld,Root
734,زعم,zEm,Root
735,حلف,Hlf,Root
736,حرج,Hrj,Root
737,رفق,rfq,Root
738,نفر,nfr,Root
739,ثبي,vby,Root
740,بطا,bTA,Root
741,درك,drk,Root
742,برج,brj,Root
743,شيد,$yd,Root
744,فقه,fqh,Root
745,ذيع,pyE,Root
746,نبط,nbT,Root
747,حرض,HrD,Root
748,قوت,qwt,Root
749,ركس,rks,Root
750,ودي,wdy,Root
751,عمد,Emd,Root
752,غنم,gnm,Root
753,رغم,rgm,Root
754,وقع,wqE,Root
755,سلح,slH,Root
756,مطر,mTr,Root
757,رمي,rmy,Root
758,مرد,mrd,Root
759,بتك,btk,Root
760,حيص,HyS,Root
761,شحح,$HH,Root
762,علق,Elq,Root
763,خوض,xwD,Root
764,حوذ,Hwp,Root
765,كسل,ksl,Root
766,ذبذب,pbpb,Root
767,سفل,sfl,Root
768,طبع,TbE,Root
769,شكك,$kk,Root
770,طرق,Trq,Root
771,غلو,glw,Root
772,نكف,nkf,Root
773,بهم,bhm,Root
774,صيد,Syd,Root
775,قلد,qld,Root
776,جرم,jrm,Root
777,شنا,$nA,Root
778,خنق,xnq,Root
779,وقذ,wqp,Root
780,ردي,rdy,Root
781,نطح,nTH,Root
782,ذكو,pkw,Root
783,زلم,zlm,Root
784,ياس,yAs,Root
785,خمص,xmS,Root
786,جرح,jrH,Root
787,كلب,klb,Root
788,كعب,kEb,Root
789,نقب,nqb,Root
790,عزر,Ezr,Root
791,غرو,grw,Root
792,صنع,SnE,Root
793,فتر,ftr,Root
794,جبر,jbr,Root
795,تيه,tyh,Root
796,اسو,Asw,Root
797,بحث,bHv,Root
798,عجز,Ejz,Root
799,ندم,ndm,Root
800,نفي,nfy,Root
801,وسل,wsl,Root
802,سرق,srq,Root
803,سحت,sHt,Root
804,حبر,Hbr,Root
805,انف,Anf,Root
806,اثر,Avr,Root
807,همن,hmn,Root
808,شرع,$rE,Root
809,نهج,nhj,Root
810,لوم,lwm,Root
811,حزب,Hzb,Root
812,لعب,lEb,Root
813,طفا,TfA,Root
814,قصد,qSd,Root
815,افك,Afk,Root
816,قسس,qss,Root
817,دمع,dmE,Root
818,رجس,rjs,Root
819,رمح,rmH,Root
820,سيب,syb,Root
821,حمي,Hmy,Root
822,حبس,Hbs,Root
823,عثر,Evr,Root
824,ميد,myd,Root
825,مكن,mkn,Root
826,درر,drr,Root
827,نشا,n$A,Root
828,قرطس,qrTs,Root
829,حيق,Hyq,Root
830,فطر,fTr,Root
831,كشف,k$f,Root
832,قهر,qhr,Root
833,وقر,wqr,Root
834,سطر,sTr,Root
835,ناي,nAy,Root
836,وقف,wqf,Root
837,سوع,swE,Root
838,بغت,bgt,Root
839,فرط,frT,Root
840,وزر,wzr,Root
841,لهو,lhw,Root
842,جحد,jHd,Root
