rootId:ID,root,transliteration,:LABEL
843,ضرع,DrE,Root
844,بلس,bls,Root
845,صدف,Sdf,Root
846,خزن,xzn,Root
847,طرد,Trd,Root
848,سقط,sqT,Root
849,ورق,wrq,Root
850,رطب,rTb,Root
851,يبس,ybs,Root
852,كرب,krb,Root
853,شيع,$yE,Root
854,بسل,bsl,Root
855,حمم,Hmm,Root
856,حير,Hyr,Root
857,صنم,Snm,Root
858,كوكب,kwkb,Root
859,افل,Afl,Root
860,قمر,qmr,Root
861,بزغ,bzg,Root
862,قدو,qdw,Root
863,غمر,gmr,Root
864,فرد,frd,Root
865,فلق,flq,Root
866,نوي,nwy,Root
867,نجم,njm,Root
868,ودع,wdE,Root
869,خضر,xDr,Root
870,قنو,qnw,Root
871,زيت,zyt,Root
872,رمن,rmn,Root
873,ينع,ynE,Root
874,خرق,xrq,Root
875,وصف,wSf,Root
876,لطف,lTf,Root
877,فاد,fAd,Root
878,زخرف,zxrf,Root
879,صغو,Sgw,Root
880,قرف,qrf,Root
881,خرص,xrS,Root
882,شرح,$rH,Root
883,ضيق,Dyq,Root
884,ذرا,prA,Root
885,زرع,zrE,Root
886,حصد,HSd,Root
887,ضان,DAn,Root
888,معز,mEz,Root
889,شمل,$ml,Root
890,ابل,Abl,Root
891,ظفر,Zfr,Root
892,شحم,$Hm,Root
893,حوي,Hwy,Root
894,لمم,lmm,Root
895,ملق,mlq,Root
896,كيل,kyl,Root
897,وزن,wzn,Root
898,قيل,qyl,Root
899,عيش,Ey$,Root
900,ذام,pAm,Root
901,دحر,dHr,Root
902,وسوس,wsws,Root
903,نصح,nSH,Root
904,دلل,dll,Root
905,طفق,Tfq,Root
906,خصف,xSf,Root
907,ريش,ry$,Root
908,بدا,bdA,Root
909,جمل,jml,Root
910,سمم,smm,Root
911,حجب,Hjb,Root
912,ستت,stt,Root
913,طلب,Tlb,Root
914,حثث,Hvv,Root
915,سوق,swq,Root
916,نكد,nkd,Root
917,نوق,nwq,Root
918,سهل,shl,Root
919,قصر,qSr,Root
920,نحت,nHt,Root
921,عتو,Etw,Root
922,رجف,rjf,Root
923,جثم,jvm,Root
924,غبر,gbr,Root
925,ضحو,DHw,Root
926,ثعب,vEb,Root
927,مدن,mdn,Root
928,لقف,lqf,Root
929,جرد,jrd,Root
930,قمل,qml,Root
931,ضفدع,DfdE,Root
932,نكث,nkv,Root
933,دمر,dmr,Root
934,تبر,tbr,Root
935,جلو,jlw,Root
936,دكك,dkk,Root
937,خرر,xrr,Root
938,لوح,lwH,Root
939,حلي,Hly,Root
940,جسد,jsd,Root
941,خور,xwr,Root
942,اسف,Asf,Root
943,جرر,jrr,Root
944,شمت,$mt,Root
945,سكت,skt,Root
946,بجس,bjs,Root
947,حوت,Hwt,Root
948,عذر,Epr,Root
949,نتق,ntq,Root
950,سلخ,slx,Root
951,لهث,lhv,Root
952,لحد,lHd,Root
953,متن,mtn,Root
954,رسو,rsw,Root
955,حفو,Hfw,Root
956,صمت,Smt,Root
957,بطش,bT$,Root
958,نزغ,nzg,Root
959,نصت,nSt,Root
960,اصل,ASl,Root
961,نفل,nfl,Root
962,وجل,wjl,Root
963,شوك,$wk,Root
964,غوث,gwv,Root
965,ردف,rdf,Root
966,عنق,Enq,Root
967,بنن,bnn,Root
968,زحف,zHf,Root
969,حوز,Hwz,Root
970,مكو,mkw,Root
971,صدي,Sdy,Root
972,ركم,rkm,Root
973,مضي,mDy,Root
974,قصو,qSw,Root
975,بطر,bTr,Root
976,نكص,nkS,Root
977,شرد,$rd,Root
978,ثخن,vxn,Root
979,سيح,syH,Root
980,رصد,rSd,Root
981,الل,All,Root
982,ذمم,pmm,Root
983,شفي,$fy,Root
984,كسد,ksd,Root
985,وطن,wTn,Root
986,رحب,rHb,Root
987,نجس,njs,Root
988,عيل,Eyl,Root
989,عطو,ETw,Root
990,ضها,DhA,Root
991,كنز,knz,Root
992,كوي,kwy,Root
993,جبه,jbh,Root
994,نسا,nsA,Root
995,وطا,wTA,Root
996,غور,gwr,Root
997,ثبط,vbT,Root
998,زهق,zhq,Root
999,لجا,ljA,Root
1000,جمح,jmH,Root
1001,لمز,lmz,Root
1002,غرم,grm,Root
1003,ضحك,DHk,Root
1004,بكي,bky,Root
1005,قبر,qbr,Root
1006,عرب,Erb,Root
1007,جدر,jdr,Root
1008,اسس,Ass,Root
1009,جرف,jrf,Root
1010,هور,hwr,Root
1011,اوه,Awh,Root
1012,ظما,ZmA,Root
1013,عصف,ESf,Root
1014,موج,mwj,Root
1015,رهق,rhq,Root
1016,شان,$An,Root
1017,عزب,Ezb,Root
1018,لفت,lft,Root
1019,بدن,bdn,Root
1020,خبت,xbt,Root
1021,رذل,rpl,Root
1022,لزم,lzm,Root
1023,زري,zry,Root
1024,بلع,blE,Root
1025,قلع,qlE,Root
1026,غيض,gyD,Root
1027,نصي,nSy,Root
1028,صيح,SyH,Root
1029,حنذ,Hnp,Root
1030,وجس,wjs,Root
1031,شيخ,$yx,Root
1032,مجد,mjd,Root
1033,روع,rwE,Root
1034,نوب,nwb,Root
1035,ذرع,prE,Root
1036,عصب,ESb,Root
1037,هرع,hrE,Root
1038,ضيف,Dyf,Root
1039,ركن,rkn,Root
1040,سري,sry,Root
1041,سجل,sjl,Root
1042,نضد,nDd,Root
1043,رهط,rhT,Root
1044,ورد,wrd,Root
1045,رفد,rfd,Root
1046,تبب,tbb,Root
1047,شقو,$qw,Root
1048,سعد,sEd,Root
1049,زفر,zfr,Root
1050,شهق,$hq,Root
1051,جذذ,jpp,Root
1052,زلف,zlf,Root
1053,ترف,trf,Root
1054,طرح,TrH,Root
1055,جبب,jbb,Root
1056,لقط,lqT,Root
1057,رتع,rtE,Root
1058,ذاب,pAb,Root
1059,قمص,qmS,Root
1060,سول,swl,Root
1061,بضع,bDE,Root
1062,درهم,drhm,Root
1063,زهد,zhd,Root
1064,غلق,glq,Root
1065,هيت,hyt,Root
1066,قدد,qdd,Root
1067,سجن,sjn,Root
1068,شغف,$gf,Root
1069,وكا,wkA,Root
1070,حوش,Hw$,Root
1071,صبو,Sbw,Root
1072,خبز,xbz,Root
1073,سمن,smn,Root
1074,عجف,Ejf,Root
1075,ضغث,Dgv,Root
1076,غيث,gyv,Root
1077,بول,bwl,Root
1078,حصحص,HSHS,Root
1079,جهز,jhz,Root
1080,رحل,rHl,Root
1081,مير,myr,Root
1082,بعر,bEr,Root
1083,حوج,Hwj,Root
1084,عير,Eyr,Root
1085,فقد,fqd,Root
1086,صوع,SwE,Root
1087,وعي,wEy,Root
1088,برح,brH,Root
1089,فتا,ftA,Root
1090,شكو,$kw,Root
1091,زجو,zjw,Root
1092,ثرب,vrb,Root
1093,فند,fnd,Root
1094,صنو,Snw,Root
1095,جدد,jdd,Root
1096,سرب,srb,Root
1097,محل,mHl,Root
1098,سيل,syl,Root
1099,زبد,zbd,Root
1100,جفا,jfA,Root
1101,مكث,mkv,Root
1102,قرع,qrE,Root
1103,محو,mHw,Root
1104,جرع,jrE,Root
1105,سوغ,swg,Root
1106,رمد,rmd,Root
1107,جزع,jzE,Root
1108,صرخ,Srx,Root
1109,فرع,frE,Root
1110,جثث,jvv,Root
1111,بور,bwr,Root
1112,حصي,HSy,Root
1113,شخص,$xS,Root
1114,هطع,hTE,Root
1115,قنع,qnE,Root
1116,زول,zwl,Root
1117,صفد,Sfd,Root
1118,سربل,srbl,Root
1119,قطر,qTr,Root
1120,امل,Aml,Root
1121,سلك,slk,Root
1122,عرج,Erj,Root
1123,شهب,$hb,Root
1124,لقح,lqH,Root
1125,صلصل,SlSl,Root
1126,حما,HmA,Root
1127,قنط,qnT,Root
1128,فضح,fDH,Root
1129,وسم,wsm,Root
1130,خفض,xfD,Root
1131,عضو,EDw,Root
1132,صدع,SdE,Root
1133,نطف,nTf,Root
1134,دفا,dfA,Root
1135,بغل,bgl,Root
1136,طرو,Trw,Root
1137,مخر,mxr,Root
1138,سقف,sqf,Root
1139,خسف,xsf,Root
1140,دخر,dxr,Root
1141,وصب,wSb,Root
1142,جار,jAr,Root
1143,دسس,dss,Root
1144,فرث,frv,Root
1145,لبن,lbn,Root
1146,حفد,Hfd,Root
1147,لمح,lmH,Root
1148,جوو,jww,Root
1149,ظعن,ZEn,Root
1150,صوف,Swf,Root
1151,وبر,wbr,Root
1152,اثث,Avv,Root
1153,عتب,Etb,Root
1154,وكد,wkd,Root
1155,غزل,gzl,Root
1156,نفد,nfd,Root
1157,عجم,Ejm,Root
1158,جوس,jws,Root
1159,نشر,n$r,Root
1160,حظر,HZr,Root
1161,كلو,klw,Root
1162,افف,Aff,Root
1163,بذر,bpr,Root
1164,زني,zny,Root
1165,قسطس,qsTs,Root
1166,مرح,mrH,Root
1167,ستر,str,Root
1168,رفت,rft,Root
1169,نغض,ngD,Root
1170,حنك,Hnk,Root
1171,وفر,wfr,Root
1172,فزز,fzz,Root
1173,صوت,Swt,Root
1174,جلب,jlb,Root
1175,حصب,HSb,Root
1176,تور,twr,Root
1177,قصف,qSf,Root
1178,دلك,dlk,Root
1179,غسق,gsq,Root
1180,هجد,hjd,Root
1181,شكل,$kl,Root
1182,نبع,nbE,Root
1183,كسف,ksf,Root
1184,رقي,rqy,Root
1185,خبو,xbw,Root
1186,تسع,tsE,Root
1187,ثبر,vbr,Root
1188,لفف,lff,Root
1189,ذقن,pqn,Root
1190,خفت,xft,Root
1191,بخع,bxE,Root
1192,جرز,jrz,Root
1193,كهف,khf,Root
1194,رقم,rqm,Root
1195,شطط,$TT,Root
1196,زور,zwr,Root
1197,فجو,fjw,Root
1198,يقظ,yqZ,Root
1199,رقد,rqd,Root
1200,وصد,wSd,Root
1201,فرر,frr,Root
1202,سردق,srdq,Root
1203,مهل,mhl,Root
1204,شوي,$wy,Root
1205,ارك,Ark,Root
1206,حفف,Hff,Root
1207,بيد,byd,Root
1208,زلق,zlq,Root
1209,هشم,h$m,Root
1210,ذرو,prw,Root
1211,غدر,gdr,Root
1212,صفف,Sff,Root
1213,شفق,$fq,Root
1214,عضد,EDd,Root
1215,وبق,wbq,Root
1216,دحض,dHD,Root
1217,حقب,Hqb,Root
1218,صخر,Sxr,Root
1219,سفن,sfn,Root
1220,قضض,qDD,Root
1221,عيب,Eyb,Root
1222,غصب,gSb,Root
1223,ردم,rdm,Root
1224,غطو,gTw,Root
1225,شعل,$El,Root
1226,شيب,$yb,Root
1227,حنن,Hnn,Root
1228,مخض,mxD,Root
1229,جذع,jpE,Root
1230,هزز,hzz,Root
1231,جني,jny,Root
1232,جثو,jvw,Root
1233,حتم,Htm,Root
1234,ضدد,Ddd,Root
1235,ازز,Azz,Root
1236,وفد,wfd,Root
1237,ادد,Add,Root
1238,هدد,hdd,Root
1239,ركز,rkz,Root
1240,ثري,vry,Root
1241,قبس,qbs,Root
1242,خلع,xlE,Root
1243,نعل,nEl,Root
1244,طوي,Twy,Root
1245,هشش,h$$,Root
1246,ارب,Arb,Root
1247,ضمم,Dmm,Root
1248,ازر,Azr,Root
1249,قذف,qpf,Root
1250,سحل,sHl,Root
1251,وني,wny,Root
1252,سمر,smr,Root
1253,لحي,lHy,Root
1254,نسف,nsf,Root
1255,زرق,zrq,Root
1256,قوع,qwE,Root
1257,صفصف,SfSf,Root
1258,امت,Amt,Root
1259,همس,hms,Root
1260,عنو,Enw,Root
1261,هضم,hDm,Root
1262,عري,Ery,Root
1263,ضنك,Dnk,Root
1264,زهر,zhr,Root
1265,صحف,SHf,Root
1266,قصم,qSm,Root
1267,ركض,rkD,Root
1268,خمد,xmd,Root
1269,دمغ,dmg,Root
1270,رتق,rtq,Root
1271,فتق,ftq,Root
1272,فجج,fjj,Root
1273,كلا,klA,Root
1274,نفح,nfH,Root
1275,خردل,xrdl,Root
1276,نطق,nTq,Root
1277,نكس,nks,Root
1278,برد,brd,Root
1279,نفش,nf$,Root
1280,فهم,fhm,Root
1281,غوص,gwS,Root
1282,نون,nwn,Root
1283,فرج,frj,Root
1284,حدب,Hdb,Root
1285,فزع,fzE,Root
1286,ذهل,phl,Root
1287,مضغ,mDg,Root
1288,طفل,Tfl,Root
1289,همد,hmd,Root
1290,بهج,bhj,Root
1291,عطف,ETf,Root
1292,مجس,mjs,Root
1293,صبب,Sbb,Root
1294,صهر,Shr,Root
1295,قمع,qmE,Root
1296,لالا,lAlA,Root
1297,ضمر,Dmr,Root
1298,عمق,Emq,Root
1299,تفث,tfv,Root
1300,عتق,Etq,Root
1301,وثن,wvn,Root
1302,سحق,sHq,Root
1303,وجب,wjb,Root
1304,عرر,Err,Root
1305,هدم,hdm,Root
1306,صمع,SmE,Root
1307,بار,bAr,Root
1308,عطل,ETl,Root
1309,عقم,Eqm,Root
1310,سطو,sTw,Root
1311,ذبب,pbb,Root
1312,سلب,slb,Root
1313,سلل,sll,Root
1314,فكه,fkh,Root
1315,دهن,dhn,Root
1316,غثو,gvw,Root
1317,وتر,wtr,Root
1318,نكب,nkb,Root
1319,لجج,ljj,Root
1320,همز,hmz,Root
1321,نسب,nsb,Root
1322,لفح,lfH,Root
1323,كلح,klH,Root
1324,عبث,Ebv,Root
1325,غضض,gDD,Root
1326,جيب,jyb,Root
1327,عور,Ewr,Root
1328,ايم,Aym,Root
1329,زجج,zjj,Root
1330,ودق,wdq,Root
1331,ذعن,pEn,Root
1332,حيف,Hyf,Root
1333,شتت,$tt,Root
1334,هبو,hbw,Root
1335,نثر,nvr,Root
1336,فلن,fln,Root
1337,رتل,rtl,Root
1338,فسر,fsr,Root
1339,رسس,rss,Root
1340,مرج,mrj,Root
1341,فرت,frt,Root
1342,ملح,mlH,Root
1343,اجج,Ajj,Root
1344,سرج,srj,Root
1345,عبا,EbA,Root
1346,خضع,xDE,Root
1347,ضير,Dyr,Root
1348,شرذم,$rpm,Root
1349,طود,Twd,Root
1350,كبكب,kbkb,Root
1351,شحن,$Hn,Root
1352,ريع,ryE,Root
1353,فره,frh,Root
1354,قلي,qly,Root
1355,هيم,hym,Root
1356,وزع,wzE,Root
1357,حطم,HTm,Root
1358,بسم,bsm,Root
1359,هدهد,hdhd,Root
1360,خبا,xbA,Root
1361,عفر,Efr,Root
1362,صرح,SrH,Root
1363,حدق,Hdq,Root
1364,حجز,Hjz,Root
1365,فوج,fwj,Root
1366,جمد,jmd,Root
1367,تقن,tqn,Root
1368,كبب,kbb,Root
1369,وكز,wkz,Root
1370,ذود,pwd,Root
1371,جذو,jpw,Root
1372,شطا,$TA,Root
1373,بقع,bqE,Root
1374,فصح,fSH,Root
1375,ردا,rdA,Root
1376,قبح,qbH,Root
1377,سرمد,srmd,Root
1378,نوا,nwA,Root
1379,عنكب,Enkb,Root
1380,خطط,xTT,Root
1381,روض,rwD,Root
1382,مسو,msw,Root
1383,صعر,SEr,Root
1384,خدد,xdd,Root
1385,سبغ,sbg,Root
1386,ختر,xtr,Root
1387,مهن,mhn,Root
1388,جفو,jfw,Root
1389,جوف,jwf,Root
1390,حنجر,Hnjr,Root
1391,عوق,Ewq,Root
1392,سلق,slq,Root
1393,نحب,nHb,Root
1394,صيص,SyS,Root
1395,وطر,wTr,Root
1396,مزق,mzq,Root
1397,سرد,srd,Root
1398,جفن,jfn,Root
1399,عرم,Erm,Root
1400,خمط,xmT,Root
1401,اثل,Avl,Root
1402,سدر,sdr,Root
1403,نوش,nw$,Root
1404,قطمر,qTmr,Root
1405,لغب,lgb,Root
1406,قمح,qmH,Root
1407,عرجن,Erjn,Root
1408,جدث,jdv,Root
1409,شغل,$gl,Root
1410,مسخ,msx,Root
1411,رمم,rmm,Root
1412,زجر,zjr,Root
1413,ثقب,vqb,Root
1414,لزب,lzb,Root
1415,كاس,kAs,Root
1416,لذذ,lpp,Root
1417,غول,gwl,Root
1418,نزف,nzf,Root
1419,زقم,zqm,Root
1420,شوب,$wb,Root
1421,سقم,sqm,Root
1422,روغ,rwg,Root
1423,زفف,zff,Root
1424,تلل,tll,Root
1425,جبن,jbn,Root
1426,ابق,Abq,Root
1427,سهم,shm,Root
1428,لقم,lqm,Root
1429,لوت,lwt,Root
1430,نوص,nwS,Root
1431,وتد,wtd,Root
1432,قطط,qTT,Root
1433,نعج,nEj,Root
1434,صفن,Sfn,Root
1435,جود,jwd,Root
1436,رخو,rxw,Root
1437,حنث,Hnv,Root
1438,قحم,qHm,Root
1439,كور,kwr,Root
1440,هيج,hyj,Root
1441,قشعر,q$Er,Root
1442,شكس,$ks,Root
1443,شمز,$mz,Root
1444,زمر,zmr,Root
1445,ازف,Azf,Root
1446,فوض,fwD,Root
1447,سلسل,slsl,Root
1448,سجر,sjr,Root
1449,دخن,dxn,Root
1450,صرصر,SrSr,Root
1451,نحس,nHs,Root
1452,قيض,qyD,Root
1453,كمم,kmm,Root
1454,افق,Afq,Root
1455,ركد,rkd,Root
1456,كوب,kwb,Root
1457,برم,brm,Root
1458,رهو,rhw,Root
1459,غلي,gly,Root
1460,عتل,Etl,Root
1461,دهر,dhr,Root
1462,حقف,Hqf,Root
1463,عيي,Eyy,Root
1464,تعس,tEs,Root
1465,اسن,Asn,Root
1466,عسل,Esl,Root
1467,معي,mEy,Root
1468,شرط,$rT,Root
1469,قفل,qfl,Root
1470,ضغن,Dgn,Root
1471,لحن,lHn,Root
1472,محن,mHn,Root
1473,نبز,nbz,Root
1474,لقب,lqb,Root
1475,جسس,jss,Root
1476,شعب,$Eb,Root
1477,ليت,lyt,Root
1478,بسق,bsq,Root
1479,لفظ,lfZ,Root
1480,حيد,Hyd,Root
1481,حبك,Hbk,Root
1482,سهو,shw,Root
1483,هجع,hjE,Root
1484,صكك,Skk,Root
1485,رقق,rqq,Root
1486,مور,mwr,Root
1487,دعع,dEE,Root
1488,الت,Alt,Root
1489,كهن,khn,Root
1490,قوب,qwb,Root
1491,قوس,qws,Root
1492,ضيز,Dyz,Root
1493,كدي,kdy,Root
1494,قني,qny,Root
1495,سمد,smd,Root
1496,همر,hmr,Root
1497,دسر,dsr,Root
1498,قعر,qEr,Root
1499,اشر,A$r,Root
1500,دهي,dhy,Root
1501,انم,Anm,Root
1502,فني,fny,Root
1503,جلل,jll,Root
1504,نفذ,nfp,Root
1505,شوظ,$wZ,Root
1506,فنن,fnn,Root
1507,طمث,Tmv,Root
1508,دهم,dhm,Root
1509,نضخ,nDx,Root
1510,خيم,xym,Root
1511,رفرف,rfrf,Root
1512,عبقر,Ebqr,Root
1513,رجج,rjj,Root
1514,بسس,bss,Root
1515,شام,$Am,Root
1516,ثلل,vll,Root
1517,وضن,wDn,Root
1518,خضد,xDd,Root
1519,طلح,TlH,Root
1520,سكب,skb,Root
1521,مزن,mzn,Root
1522,فسح,fsH,Root
1523,جلس,jls,Root
1524,وجف,wjf,Root
1525,رصص,rSS,Root
1526,خشب,x$b,Root
1527,سند,snd,Root
1528,غبن,gbn,Root
1529,ثيب,vyb,Root
1530,طبق,Tbq,Root
1531,نمم,nmm,Root
1532,زنم,znm,Root
1533,خرطم,xrTm,Root
1534,صرم,Srm,Root
1535,حرد,Hrd,Root
1536,حسم,Hsm,Root
1537,صرع,SrE,Root
1538,وهي,why,Root
1539,قطف,qTf,Root
1540,حضض,HDD,Root
1541,وتن,wtn,Root
1542,عهن,Ehn,Root
1543,هلع,hlE,Root
1544,عزو,Ezw,Root
1545,وفض,wfD,Root
1546,نسر,nsr,Root
1547,حرس,Hrs,Root
1548,هرب,hrb,Root
1549,حري,Hry,Root
1550,حطب,HTb,Root
1551,غدق,gdq,Root
1552,لبد,lbd,Root
1553,زمل,zml,Root
1554,بتل,btl,Root
1555,غصص,gSS,Root
1556,كثب,kvb,Root
1557,هيل,hyl,Root
1558,دثر,dvr,Root
1559,عبس,Ebs,Root
1560,بسر,bsr,Root
1561,قسر,qsr,Root
1562,حرك,Hrk,Root
1563,نضر,nDr,Root
1564,ترق,trq,Root
1565,مطو,mTw,Root
1566,سدي,sdy,Root
1567,مشج,m$j,Root
1568,مزج,mzj,Root
1569,قمطر,qmTr,Root
1570,زمهر,zmhr,Root
1571,كفت,kft,Root
1572,شمخ,$mx,Root
1573,وهج,whj,Root
1574,ثجج,vjj,Root
1575,دهق,dhq,Root
1576,نشط,n$T,Root
1577,نخر,nxr,Root
1578,سهر,shr,Root
1579,سمك,smk,Root
1580,غطش,gT$,Root
1581,دحو,dHw,Root
1582,طمم,Tmm,Root
1583,قضب,qDb,Root
1584,ابب,Abb,Root
1585,صخخ,Sxx,Root
1586,كدر,kdr,Root
1587,وحش,wH$,Root
1588,كشط,k$T,Root
1589,خنس,xns,Root
1590,كنس,kns,Root
1591,عسعس,EsEs,Root
1592,ضنن,Dnn,Root
1593,بعثر,bEvr,Root
1594,طفف,Tff,Root
1595,رين,ryn,Root
1596,رحق,rHq,Root
1597,سنم,snm,Root
1598,غمز,gmz,Root
1599,كدح,kdH,Root
1600,وسق,wsq,Root
1601,دفق,dfq,Root
1602,هزل,hzl,Root
1603,سطح,sTH,Root
1604,سوط,swT,Root
1605,جمم,jmm,Root
1606,كبد,kbd,Root
1607,شفه,$fh,Root
1608,نجد,njd,Root
1609,فكك,fkk,Root
1610,سغب,sgb,Root
1611,طحو,THw,Root
1612,لهم,lhm,Root
1613,دسو,dsw,Root
1614,دمدم,dmdm,Root
1615,لظي,lZy,Root
1616,سجو,sjw,Root
1617,تين,tyn,Root
1618,سفع,sfE,Root
1619,زبن,zbn,Root
1620,ضبح,DbH,Root
1621,قدح,qdH,Root
1622,نقع,nqE,Root
1623,كند,knd,Root
1624,حصل,HSl,Root
1625,فيل,fyl,Root
1626,شتو,$tw,Root
1627,صيف,Syf,Root
1628,معن,mEn,Root
1629,نحر,nHr,Root
1630,بتر,btr,Root
1631,لهب,lhb,Root
1632,جيد,jyd,Root
1633,مسد,msd,Root
1634,صمد,Smd,Root
1635,كفا,kfA,Root
1636,وقب,wqb,Root
1637,نفث,nfv,Root
1638,نعق,nEq,Root
1639,وال,wAl,Root
1640,لوذ,lwp,Root
1641,سوح,swH,Root
